nombre,apellido,partido,ciudad,bio,propuesta_electoral,tipos_eleccion,lista_electoral,territorio,region,eleccion,nro_lista,revision_apellido
Ignacio,Urrutia Bonilla,Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 9,Del Maule,Senador,37,
Cristian,Vial Maceratta,Independiente Republicano de Chile,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 9,Del Maule,Senador,38,
Pablo,Catalan Ramirez,Nacional Libertario,,,,Senadores 2025,K. Cambio por Chile,Circunscripción Senatorial 9,Del Maule,Senador,39,
Alejandro,Riquelme Ducci,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,63,
Cristian,Borquez Acuña,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,64,
Juan,Srdanovic Arcos,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,64,
Javiera,Calvo Rifo,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,65,
Jorge,Perez Urra,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,65,
Jaime,Ceballos Vergara,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,66,
Jorge,Muñoz Oyarce,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 2,De Tarapaca,Diputado,66,
Ramon,Aguilar Tobar,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,66,
Cristian,Cabezas Mundaca,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 2,De Tarapaca,Diputado,67,
Alvaro,Jofre Caceres,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 2,De Tarapaca,Diputado,68,
Agustin,Rendic Galleguillos,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 2,De Tarapaca,Diputado,69,
Genesis,Veloso Lobos,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 18,Del Maule,Diputado,71,
Sebastian,Cristi Alfonso,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 25,De Los Lagos,Diputado,71,
Sebastian,Cristoffanini Jaraquemada,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,71,
Cristobal,Garcia Ogaz,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 18,Del Maule,Diputado,72,
Marcelo,Zara Pizarro,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 1,De Arica Y Parinacota,Diputado,72,
Maria Del,Pilar Zuñiga Zamorano,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,72,1
Paulina,Muñoz Minte,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 25,De Los Lagos,Diputado,72,
Daniel,Bustos Leal,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 18,Del Maule,Diputado,73,
Jose,Lee Rodriguez,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 1,De Arica Y Parinacota,Diputado,73,
Karen,Berrios Guerra,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 25,De Los Lagos,Diputado,73,
Luis,Bustamante Moraga,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,73,
Tamar,Muñoz Sepulveda,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 24,De Los Rios,Diputado,73,
Andrea,Iturriaga Hewstone,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 25,De Los Lagos,Diputado,74,
Claudia,Reyes Larenas,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 26,De Los Lagos,Diputado,74,
Cristian,Menchaca Pinochet,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 18,Del Maule,Diputado,74,
Francisco,Avaria Marraccini,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,74,
Luis,Gaete Alvarez,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 24,De Los Rios,Diputado,74,
Stephanie,Jeldrez Ortiz,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 1,De Arica Y Parinacota,Diputado,74,
Carlos,Seitz Aspee,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 26,De Los Lagos,Diputado,75,
Joaquin,Morales Gomez,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 18,Del Maule,Diputado,75,
Leandro,Kunstmann Collado,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 24,De Los Rios,Diputado,75,
Pollyana,Rivera Bigas,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 1,De Arica Y Parinacota,Diputado,75,
Gloria,Naveillan Arriagada,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 22,De La Araucania,Diputado,76,
Maria Soledad,Lorca Sau,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 26,De Los Lagos,Diputado,76,
Paulina,Hernandez Valderrama,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 24,De Los Rios,Diputado,76,
Marcelo,Castillo Aldunate,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 26,De Los Lagos,Diputado,77,
Victor,Badilla Urra,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 22,De La Araucania,Diputado,77,
Ignacio,Urcullu Clement-Lund,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 4,De Atacama,Diputado,78,
Marco,Melo Hernandez,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 26,De Los Lagos,Diputado,78,
Roberto,Quintana Burgos,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 22,De La Araucania,Diputado,78,
Cristobal,Urruticoechea Rios,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 21,Del Biobio,Diputado,79,
Felipe,Martinez Reyes,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 22,De La Araucania,Diputado,79,
Natacha,Rivas Morales,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 26,De Los Lagos,Diputado,79,
Susana,Hiplan Esteffan,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 4,De Atacama,Diputado,79,
Deborah,Negrete Plaza,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 22,De La Araucania,Diputado,80,
Evelyn,Caamaño Gonzalez,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 21,Del Biobio,Diputado,80,
Karina,Palleres Guzman,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 4,De Atacama,Diputado,80,
Benjamin,Moreno Bascur,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,81,
Daniela,Gallegos Porcile,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 4,De Atacama,Diputado,81,
Fernando,Peña Rivera,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 21,Del Biobio,Diputado,81,
Greis,Parada Rojas,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,82,
Luis,Nuñez Barrientos,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 4,De Atacama,Diputado,82,
Solange,Etchepare Lacoste,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 21,Del Biobio,Diputado,82,
Yovana,Ahumada Palma,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 3,De Antofagasta,Diputado,82,
Bernardo,Fontaine Montero,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,83,
Carolina,Moscoso Carrasco,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 3,De Antofagasta,Diputado,83,
Felipe,Ross Correa,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 13,Metropolitana De Santiago,Diputado,83,
Ivania Paola,Rojas Castillo,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 21,Del Biobio,Diputado,83,
Margarita,Contreras Rios,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 4,De Atacama,Diputado,83,
Leslie,Moll Vera,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 3,De Antofagasta,Diputado,84,
Mario,Caraves Heck,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,84,
Patricio,Badilla Cofre,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 21,Del Biobio,Diputado,84,
Valentina,Becerra Peña,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 13,Metropolitana De Santiago,Diputado,84,
Adriana,Jimenez Retamal,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 3,De Antofagasta,Diputado,85,
German,Verdugo Soto,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,85,
Taryn,Coopman Palavicino,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 13,Metropolitana De Santiago,Diputado,85,
Carlo,Arqueros Pizarro,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 3,De Antofagasta,Diputado,86,
Chiara,Barchiesi Chavez,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,86,
Oscar,Calfileo Castro,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 13,Metropolitana De Santiago,Diputado,86,
Patricio,Arenas Roman,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,86,
Patricio,Lineros Gonzalez,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,86,
Benjamin,Lorca Inzunza,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,87,
Bernardo,Vasquez Bobadilla,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,87,
Cristian,Vivian Troncoso,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 13,Metropolitana De Santiago,Diputado,87,
Paula,Muñoz Carrasco,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,87,
Silvana,Ubillo Rojas,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 3,De Antofagasta,Diputado,87,
Cristian Araya,Lerdo De Tejada,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,88,1
Daniel,Tapia Mella,Independiente Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 13,Metropolitana De Santiago,Diputado,88,
Fernanda,Aguirre Torres,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 17,Del Maule,Diputado,88,
Fernando,Ugarte Tejeda,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,88,
Manuel,Millones Chirino,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,88,
Catalina Del,Real Mihovilovic,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,89,1
Emiliano,Garcia Bobadilla,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,89,
Juan,Irarrazaval Rossel,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,89,
Marlene,Gonzalez Ahumada,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,89,
Christian,Vargas Paredes,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,90,
Diego,Vergara Rodriguez,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,90,
Pedro,Lea-Plaza Edwards,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,90,
Rodolfo,Ponce Vargas,Independiente Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,90,
Annemarie,Muller During,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,91,
Javiera,Moreno Cerpa,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,91,
Jose,Vallejo Knockaert,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,91,
Michel,Cartes Zuñiga,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,91,
Cristian,Daly Dagorret,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,92,
Juan,Molina Romo,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,92,
Soledad,Calvo Herrera,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,92,
Carlos,Alarcon Castro,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,93,
Carlos,Barberis Avendaño,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,93,
Veronica,Becerra Vergara,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,93,
Agustin,Romero Leiva,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,94,
Claudia,Ormeño Urra,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,94,
Jorge,Villarroel Perez,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 6,De Valparaiso,Diputado,94,
Maria Carolina,Cotapos Mardones,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 11,Metropolitana De Santiago,Diputado,94,
Enrique,Bassaletti Riess,Independiente Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,95,
Josefina,Dieguez Russell,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 14,Metropolitana De Santiago,Diputado,95,
Sara,Concha Smith,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 19,De Ñuble,Diputado,95,
Catherine,Cebulj Navarrete,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,96,
Erick,Jimenez Garay,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 19,De Ñuble,Diputado,96,
Jose Carlos,Meza Pereira,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,96,
Judith,Marin Morales,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,96,
Alejandra,Osorio Cortes,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 19,De Ñuble,Diputado,97,
Elein,Ossandon Manrique,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,97,
Enrique,Muñoz Lagos,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,97,
Luis Fernando,Sanchez Ossa,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,97,
Macarena,Garcia-Huidobro Llort,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,97,
Tatiana,Castillo Gonzalez,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,97,
Andrea,Barrera Escobar,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,98,
Felipe,Corvalan Destefani,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,98,
Javiera,Rodriguez Pascual,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,98,
Kevin,Valenzuela Arroyo,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,98,
Magdalena,Oyarce Sepulveda,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 19,De Ñuble,Diputado,98,
Rafael,Gonzalez Camus,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,98,
Stephan,Schubert Rubio,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,98,
Angela,Carrasco Jofre,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 7,De Valparaiso,Diputado,99,
Camille,Sigl Fuentes,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 12,Metropolitana De Santiago,Diputado,99,
Cristian,Neira Martinez,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 23,De La Araucania,Diputado,99,
Diego,Sepulveda Palma,Republicano de Chile,,,,Diputados 2025,K. Cambio por Chile,Distrito 19,De Ñuble,Diputado,99,
Italo,Omegna Vergara,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 8,Metropolitana De Santiago,Diputado,99,
Matias,Guzman Galleguillos,Social Cristiano,,,,Diputados 2025,K. Cambio por Chile,Distrito 5,De Coquimbo,Diputado,99,
Maximiliano,Murath Mansilla,Nacional Libertario,,,,Diputados 2025,K. Cambio por Chile,Distrito 9,Metropolitana De Santiago,Diputado,99,
Ana,Araneda Gomez,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,102,
José Antonio,Urrutia Riesco,Candidatura Independiente,,,,Diputados 2025,Candidatura Independiente,Distrito 24,De Los Rios,Diputado,77,
Aucan,Huilcaman Paillama,Ecologista Verde,,,,Senadores 2025,A. Partido Ecologista Verde,Circunscripción Senatorial 11,De La Araucania,Senador,11,
Saul,Gonzalez Caceres,Candidatura Independiente,,,,Diputados 2025,Candidatura Independiente,Distrito 20,Del Biobio,Diputado,112,
Rosa Elizabeth,Catrileo Arias,Candidatura Independiente,,,,Senadores 2025,Candidatura Independiente,Circunscripción Senatorial 11,De La Araucania,Senador,35,
Juan Francisco,Pulgar Castillo,Candidatura Independiente,,,,Senadores 2025,Candidatura Independiente,Circunscripción Senatorial 9,Del Maule,Senador,40,
Carlos Antonio,Karim Bianchi Chelech,Candidatura Independiente,,,,Diputados 2025,Candidatura Independiente,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,67,1
Claudia Paola,Barrientos Sanchez,Candidatura Independiente,,,,Diputados 2025,Candidatura Independiente,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,68,
